id,county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
414,San Mateo,11074.0,159.0,37,0,2020-10-27T00:00:00
415,San Diego,55226.0,877.0,269,7,2020-10-27T00:00:00
416,Siskiyou,181.0,0.0,2,0,2020-10-27T00:00:00
417,Sonoma,9389.0,136.0,74,0,2020-10-27T00:00:00
418,Glenn,667.0,3.0,7,0,2020-10-27T00:00:00
419,Orange,58550.0,1454.0,173,7,2020-10-27T00:00:00
420,Del Norte,173.0,1.0,2,0,2020-10-27T00:00:00
421,Nevada,618.0,8.0,2,0,2020-10-26T00:00:00
422,Monterey,11207.0,90.0,25,-1,2020-10-26T00:00:00
423,Sierra,6.0,0.0,0,0,2020-10-26T00:00:00
424,Marin,7064.0,129.0,12,1,2020-10-26T00:00:00
425,Kings,8264.0,83.0,18,0,2020-10-26T00:00:00
426,Sutter,1817.0,12.0,6,0,2020-10-26T00:00:00
427,Ventura,14330.0,165.0,30,1,2020-10-26T00:00:00
428,Yolo,3206.0,59.0,16,0,2020-10-26T00:00:00
429,Orange,58377.0,1447.0,192,0,2020-10-26T00:00:00
430,Trinity,26.0,0.0,0,0,2020-10-26T00:00:00
431,Merced,9375.0,155.0,23,0,2020-10-26T00:00:00
432,San Luis Obispo,4133.0,32.0,7,0,2020-10-26T00:00:00
433,San Francisco,12072.0,140.0,0,0,2020-10-26T00:00:00
434,Napa,1966.0,16.0,4,1,2020-10-26T00:00:00
435,Santa Clara,24258.0,388.0,171,0,2020-10-26T00:00:00
436,Imperial,12654.0,336.0,82,0,2020-10-26T00:00:00
437,Solano,7271.0,76.0,74,2,2020-10-26T00:00:00
438,San Diego,54957.0,870.0,358,0,2020-10-26T00:00:00
439,Colusa,548.0,6.0,0,0,2020-10-26T00:00:00
440,Butte,3095.0,52.0,8,0,2020-10-26T00:00:00
441,Alpine,3.0,0.0,0,0,2020-10-26T00:00:00
442,Lassen,764.0,1.0,0,0,2020-10-26T00:00:00
443,San Joaquin,21459.0,489.0,0,0,2020-10-26T00:00:00
444,Alameda,23284.0,461.0,92,0,2020-10-26T00:00:00
445,Del Norte,171.0,1.0,0,0,2020-10-26T00:00:00
446,Shasta,1889.0,30.0,0,0,2020-10-26T00:00:00
447,San Mateo,11037.0,159.0,50,0,2020-10-26T00:00:00
448,Amador,331.0,16.0,1,0,2020-10-26T00:00:00
449,Kern,33233.0,416.0,48,0,2020-10-26T00:00:00
450,Out Of Country,0.0,0.0,0,0,2020-10-26T00:00:00
451,Tehama,892.0,8.0,12,0,2020-10-26T00:00:00
452,Sonoma,9315.0,136.0,80,2,2020-10-26T00:00:00
453,Unassigned,3.0,0.0,1,0,2020-10-26T00:00:00
454,Plumas,63.0,0.0,0,0,2020-10-26T00:00:00
455,Mono,167.0,2.0,0,0,2020-10-26T00:00:00
456,Inyo,226.0,15.0,0,0,2020-10-26T00:00:00
457,Placer,4161.0,57.0,21,0,2020-10-26T00:00:00
458,Yuba,1226.0,10.0,7,0,2020-10-26T00:00:00
459,Santa Barbara,9827.0,122.0,13,2,2020-10-26T00:00:00
460,San Benito,1424.0,15.0,1,0,2020-10-26T00:00:00
461,Sacramento,25555.0,491.0,110,7,2020-10-26T00:00:00
462,El Dorado,1336.0,4.0,8,0,2020-10-26T00:00:00
463,Glenn,660.0,3.0,8,0,2020-10-26T00:00:00
464,Fresno,30969.0,436.0,111,0,2020-10-26T00:00:00
465,Humboldt,554.0,10.0,0,1,2020-10-26T00:00:00
466,San Bernardino,61871.0,1072.0,320,0,2020-10-26T00:00:00
467,Tulare,17432.0,288.0,1,2,2020-10-26T00:00:00
468,Lake,697.0,16.0,2,1,2020-10-26T00:00:00
469,Siskiyou,179.0,0.0,3,0,2020-10-26T00:00:00
470,Riverside,66475.0,1295.0,283,16,2020-10-26T00:00:00
471,Contra Costa,18718.0,242.0,78,0,2020-10-26T00:00:00
472,Tuolumne,271.0,4.0,0,0,2020-10-26T00:00:00
473,Santa Cruz,2808.0,25.0,19,0,2020-10-26T00:00:00
474,Modoc,28.0,0.0,0,0,2020-10-26T00:00:00
475,Madera,4922.0,74.0,13,0,2020-10-26T00:00:00
476,Mendocino,1026.0,21.0,2,0,2020-10-26T00:00:00
477,Los Angeles,297961.0,7000.0,851,7,2020-10-26T00:00:00
478,Stanislaus,17666.0,397.0,25,1,2020-10-26T00:00:00
479,Calaveras,274.0,18.0,0,0,2020-10-26T00:00:00
480,Mariposa,77.0,2.0,0,0,2020-10-26T00:00:00
481,Contra Costa,18640.0,242.0,73,1,2020-10-25T00:00:00
482,San Diego,54599.0,870.0,269,2,2020-10-25T00:00:00
483,San Joaquin,21459.0,489.0,1,0,2020-10-25T00:00:00
484,Fresno,30858.0,436.0,106,0,2020-10-25T00:00:00
485,Santa Cruz,2789.0,25.0,14,0,2020-10-25T00:00:00
486,Stanislaus,17641.0,396.0,67,0,2020-10-25T00:00:00
487,Out Of Country,0.0,0.0,0,0,2020-10-25T00:00:00
488,Kings,8246.0,83.0,18,0,2020-10-25T00:00:00
489,Yuba,1219.0,10.0,9,0,2020-10-25T00:00:00
490,Sacramento,25445.0,484.0,73,0,2020-10-25T00:00:00
491,Siskiyou,176.0,0.0,2,0,2020-10-25T00:00:00
492,Marin,7052.0,128.0,10,0,2020-10-25T00:00:00
493,Sutter,1811.0,12.0,7,0,2020-10-25T00:00:00
494,Glenn,652.0,3.0,2,0,2020-10-25T00:00:00
495,Calaveras,274.0,18.0,0,0,2020-10-25T00:00:00
496,Nevada,616.0,8.0,8,0,2020-10-25T00:00:00
497,Solano,7197.0,74.0,8,0,2020-10-25T00:00:00
498,San Francisco,12072.0,140.0,-1,0,2020-10-25T00:00:00
499,Mariposa,77.0,2.0,0,0,2020-10-25T00:00:00
500,San Mateo,10987.0,159.0,45,0,2020-10-25T00:00:00
501,Tulare,17431.0,286.0,25,0,2020-10-25T00:00:00
502,Alameda,23192.0,461.0,93,1,2020-10-25T00:00:00
503,Inyo,226.0,15.0,0,0,2020-10-25T00:00:00
504,San Bernardino,61551.0,1072.0,200,0,2020-10-25T00:00:00
505,San Benito,1423.0,15.0,6,0,2020-10-25T00:00:00
506,Placer,4140.0,57.0,47,0,2020-10-25T00:00:00
507,Amador,330.0,16.0,2,0,2020-10-25T00:00:00
508,Shasta,1889.0,30.0,11,0,2020-10-25T00:00:00
509,Del Norte,171.0,1.0,0,0,2020-10-25T00:00:00
510,Lassen,764.0,1.0,0,0,2020-10-25T00:00:00
511,Modoc,28.0,0.0,0,0,2020-10-25T00:00:00
512,Alpine,3.0,0.0,0,0,2020-10-25T00:00:00
513,Riverside,66192.0,1279.0,290,0,2020-10-25T00:00:00
514,Butte,3087.0,52.0,9,0,2020-10-25T00:00:00
515,Colusa,548.0,6.0,0,0,2020-10-25T00:00:00
516,Yolo,3190.0,59.0,26,1,2020-10-25T00:00:00
517,Plumas,63.0,0.0,0,0,2020-10-25T00:00:00
518,Trinity,26.0,0.0,1,0,2020-10-25T00:00:00
519,Lake,695.0,15.0,-1,0,2020-10-25T00:00:00
520,Orange,58185.0,1447.0,257,3,2020-10-25T00:00:00
521,Monterey,11182.0,91.0,29,0,2020-10-25T00:00:00
522,Napa,1962.0,15.0,5,0,2020-10-25T00:00:00
523,Imperial,12572.0,336.0,103,0,2020-10-25T00:00:00
524,Mono,167.0,2.0,0,0,2020-10-25T00:00:00
525,Tehama,880.0,8.0,8,0,2020-10-25T00:00:00
526,San Luis Obispo,4126.0,32.0,7,0,2020-10-25T00:00:00
527,Tuolumne,271.0,4.0,2,0,2020-10-25T00:00:00
528,Madera,4909.0,74.0,11,0,2020-10-25T00:00:00
529,Mendocino,1024.0,21.0,2,0,2020-10-25T00:00:00
530,Sonoma,9235.0,134.0,56,0,2020-10-25T00:00:00
531,Ventura,14300.0,164.0,60,0,2020-10-25T00:00:00
532,Los Angeles,297110.0,6993.0,787,4,2020-10-25T00:00:00
533,Unassigned,2.0,0.0,-1,0,2020-10-25T00:00:00
534,Kern,33185.0,416.0,80,0,2020-10-25T00:00:00
535,Humboldt,554.0,9.0,1,0,2020-10-25T00:00:00
536,Sierra,6.0,0.0,0,0,2020-10-25T00:00:00
537,Merced,9352.0,155.0,1,0,2020-10-25T00:00:00
538,El Dorado,1328.0,4.0,11,0,2020-10-25T00:00:00
539,Santa Barbara,9814.0,120.0,33,0,2020-10-25T00:00:00
540,Santa Clara,24087.0,388.0,109,0,2020-10-25T00:00:00
541,Santa Barbara,9781.0,120.0,30,0,2020-10-24T00:00:00
542,Yolo,3164.0,58.0,24,0,2020-10-24T00:00:00
543,Inyo,226.0,15.0,0,0,2020-10-24T00:00:00
544,Merced,9351.0,155.0,24,0,2020-10-24T00:00:00
545,Santa Cruz,2775.0,25.0,18,0,2020-10-24T00:00:00
546,San Mateo,10942.0,159.0,70,0,2020-10-24T00:00:00
547,San Bernardino,61351.0,1072.0,497,2,2020-10-24T00:00:00
548,Sonoma,9179.0,134.0,67,0,2020-10-24T00:00:00
549,Modoc,28.0,0.0,0,0,2020-10-24T00:00:00
550,Mendocino,1022.0,21.0,3,0,2020-10-24T00:00:00
551,Contra Costa,18567.0,241.0,84,0,2020-10-24T00:00:00
552,Yuba,1210.0,10.0,4,0,2020-10-24T00:00:00
553,San Joaquin,21458.0,489.0,97,0,2020-10-24T00:00:00
554,Monterey,11153.0,91.0,54,2,2020-10-24T00:00:00
555,Placer,4093.0,57.0,20,0,2020-10-24T00:00:00
556,Madera,4898.0,74.0,10,0,2020-10-24T00:00:00
557,Ventura,14240.0,164.0,48,0,2020-10-24T00:00:00
558,San Diego,54330.0,868.0,386,1,2020-10-24T00:00:00
559,Out Of Country,0.0,0.0,0,0,2020-10-24T00:00:00
560,San Luis Obispo,4119.0,32.0,17,0,2020-10-24T00:00:00
561,Glenn,650.0,3.0,6,0,2020-10-24T00:00:00
562,Tulare,17406.0,286.0,72,0,2020-10-24T00:00:00
563,Trinity,25.0,0.0,-1,0,2020-10-24T00:00:00
564,Mariposa,77.0,2.0,0,0,2020-10-24T00:00:00
565,Del Norte,171.0,1.0,0,0,2020-10-24T00:00:00
566,Fresno,30752.0,436.0,162,6,2020-10-24T00:00:00
567,Lake,696.0,15.0,7,0,2020-10-24T00:00:00
568,Tehama,872.0,8.0,10,0,2020-10-24T00:00:00
569,Imperial,12469.0,336.0,71,0,2020-10-24T00:00:00
570,Kern,33105.0,416.0,28,0,2020-10-24T00:00:00
571,Marin,7042.0,128.0,13,0,2020-10-24T00:00:00
572,El Dorado,1317.0,4.0,7,0,2020-10-24T00:00:00
573,Nevada,608.0,8.0,4,0,2020-10-24T00:00:00
574,Siskiyou,174.0,0.0,2,0,2020-10-24T00:00:00
575,Sacramento,25372.0,484.0,148,0,2020-10-24T00:00:00
576,Stanislaus,17574.0,396.0,78,0,2020-10-24T00:00:00
577,Lassen,764.0,1.0,0,0,2020-10-24T00:00:00
578,Solano,7189.0,74.0,15,0,2020-10-24T00:00:00
579,Sutter,1804.0,12.0,7,0,2020-10-24T00:00:00
580,San Francisco,12073.0,140.0,58,0,2020-10-24T00:00:00
581,Alameda,23099.0,460.0,52,4,2020-10-24T00:00:00
582,Calaveras,274.0,18.0,1,0,2020-10-24T00:00:00
583,Napa,1957.0,15.0,15,0,2020-10-24T00:00:00
584,San Benito,1417.0,15.0,5,0,2020-10-24T00:00:00
585,Riverside,65902.0,1279.0,390,0,2020-10-24T00:00:00
586,Alpine,3.0,0.0,0,0,2020-10-24T00:00:00
587,Plumas,63.0,0.0,0,0,2020-10-24T00:00:00
588,Colusa,548.0,6.0,1,0,2020-10-24T00:00:00
589,Amador,328.0,16.0,4,0,2020-10-24T00:00:00
590,Mono,167.0,2.0,8,0,2020-10-24T00:00:00
591,Tuolumne,269.0,4.0,15,0,2020-10-24T00:00:00
592,Orange,57928.0,1444.0,333,4,2020-10-24T00:00:00
593,Shasta,1878.0,30.0,32,0,2020-10-24T00:00:00
594,Kings,8228.0,83.0,10,0,2020-10-24T00:00:00
595,Sierra,6.0,0.0,0,0,2020-10-24T00:00:00
596,Unassigned,3.0,0.0,2,0,2020-10-24T00:00:00
597,Los Angeles,296323.0,6989.0,2036,15,2020-10-24T00:00:00
598,Butte,3078.0,52.0,19,0,2020-10-24T00:00:00
599,Humboldt,553.0,9.0,0,0,2020-10-24T00:00:00
600,Santa Clara,23978.0,388.0,156,0,2020-10-24T00:00:00
601,Riverside,65512.0,1279.0,408,0,2020-10-23T00:00:00
602,San Luis Obispo,4102.0,32.0,21,0,2020-10-23T00:00:00
603,Santa Clara,23822.0,388.0,201,3,2020-10-23T00:00:00
604,Mariposa,77.0,2.0,0,0,2020-10-23T00:00:00
605,Alpine,3.0,0.0,0,0,2020-10-23T00:00:00
606,Tulare,17334.0,286.0,69,2,2020-10-23T00:00:00
607,Napa,1942.0,15.0,14,0,2020-10-23T00:00:00
608,Humboldt,553.0,9.0,5,0,2020-10-23T00:00:00
609,San Bernardino,60854.0,1070.0,452,0,2020-10-23T00:00:00
610,Out Of Country,0.0,0.0,0,0,2020-10-23T00:00:00
611,San Mateo,10872.0,159.0,76,2,2020-10-23T00:00:00
612,Yolo,3140.0,58.0,24,0,2020-10-23T00:00:00
613,Kings,8218.0,83.0,17,0,2020-10-23T00:00:00
614,Del Norte,171.0,1.0,3,0,2020-10-23T00:00:00
615,Marin,7029.0,128.0,15,0,2020-10-23T00:00:00
616,Tehama,862.0,8.0,10,0,2020-10-23T00:00:00
617,Nevada,604.0,8.0,4,0,2020-10-23T00:00:00
618,Stanislaus,17496.0,396.0,56,2,2020-10-23T00:00:00
619,Lassen,764.0,1.0,0,0,2020-10-23T00:00:00
620,Alameda,23047.0,456.0,132,0,2020-10-23T00:00:00
621,Calaveras,273.0,18.0,0,1,2020-10-23T00:00:00
622,Mono,159.0,2.0,3,0,2020-10-23T00:00:00
623,Colusa,547.0,6.0,0,0,2020-10-23T00:00:00
624,Unassigned,1.0,0.0,0,0,2020-10-23T00:00:00
625,Butte,3059.0,52.0,13,0,2020-10-23T00:00:00
626,Los Angeles,294287.0,6974.0,2688,18,2020-10-23T00:00:00
627,Monterey,11099.0,89.0,40,2,2020-10-23T00:00:00
628,Inyo,226.0,15.0,6,0,2020-10-23T00:00:00
629,Shasta,1846.0,30.0,47,0,2020-10-23T00:00:00
630,Contra Costa,18483.0,241.0,90,1,2020-10-23T00:00:00
631,Mendocino,1019.0,21.0,3,0,2020-10-23T00:00:00
632,Sierra,6.0,0.0,0,0,2020-10-23T00:00:00
633,San Joaquin,21361.0,489.0,79,1,2020-10-23T00:00:00
634,Placer,4073.0,57.0,37,0,2020-10-23T00:00:00
635,Ventura,14192.0,164.0,68,2,2020-10-23T00:00:00
636,San Diego,53944.0,867.0,430,4,2020-10-23T00:00:00
637,Madera,4888.0,74.0,41,0,2020-10-23T00:00:00
638,Sutter,1797.0,12.0,3,0,2020-10-23T00:00:00
639,Yuba,1206.0,10.0,7,0,2020-10-23T00:00:00
640,Sonoma,9112.0,134.0,60,0,2020-10-23T00:00:00
641,Modoc,28.0,0.0,2,0,2020-10-23T00:00:00
642,Amador,324.0,16.0,7,0,2020-10-23T00:00:00
643,Santa Barbara,9751.0,120.0,41,0,2020-10-23T00:00:00
644,Orange,57595.0,1440.0,177,6,2020-10-23T00:00:00
645,Tuolumne,254.0,4.0,2,0,2020-10-23T00:00:00
646,Plumas,63.0,0.0,1,0,2020-10-23T00:00:00
647,Santa Cruz,2757.0,25.0,19,0,2020-10-23T00:00:00
648,San Benito,1412.0,15.0,9,0,2020-10-23T00:00:00
649,San Francisco,12015.0,140.0,24,2,2020-10-23T00:00:00
650,Sacramento,25224.0,484.0,170,2,2020-10-23T00:00:00
651,Siskiyou,172.0,0.0,3,0,2020-10-23T00:00:00
652,Solano,7174.0,74.0,58,0,2020-10-23T00:00:00
653,Trinity,26.0,0.0,0,0,2020-10-23T00:00:00
654,El Dorado,1310.0,4.0,2,0,2020-10-23T00:00:00
655,Lake,689.0,15.0,11,0,2020-10-23T00:00:00
656,Kern,33077.0,416.0,86,0,2020-10-23T00:00:00
657,Glenn,644.0,3.0,1,0,2020-10-23T00:00:00
658,Merced,9327.0,155.0,4,1,2020-10-23T00:00:00
659,Imperial,12398.0,336.0,87,0,2020-10-23T00:00:00
660,Fresno,30590.0,430.0,119,0,2020-10-23T00:00:00
661,Sonoma,9052.0,134.0,65,0,2020-10-22T00:00:00
662,Shasta,1799.0,30.0,22,1,2020-10-22T00:00:00
663,San Mateo,10796.0,157.0,66,0,2020-10-22T00:00:00
664,Modoc,26.0,0.0,0,0,2020-10-22T00:00:00
665,Out Of Country,0.0,0.0,0,0,2020-10-22T00:00:00
666,Mendocino,1016.0,21.0,5,0,2020-10-22T00:00:00
667,Inyo,220.0,15.0,0,0,2020-10-22T00:00:00
668,Los Angeles,291599.0,6956.0,3503,12,2020-10-22T00:00:00
669,Humboldt,548.0,9.0,0,0,2020-10-22T00:00:00
670,Mariposa,77.0,2.0,0,0,2020-10-22T00:00:00
671,Santa Barbara,9710.0,120.0,29,1,2020-10-22T00:00:00
672,San Bernardino,60402.0,1070.0,454,5,2020-10-22T00:00:00
673,Butte,3046.0,52.0,5,1,2020-10-22T00:00:00
674,Orange,57418.0,1434.0,229,11,2020-10-22T00:00:00
675,San Luis Obispo,4081.0,32.0,26,0,2020-10-22T00:00:00
676,Colusa,547.0,6.0,1,0,2020-10-22T00:00:00
677,Monterey,11059.0,87.0,54,1,2020-10-22T00:00:00
678,Merced,9323.0,154.0,4,0,2020-10-22T00:00:00
679,Tuolumne,252.0,4.0,1,0,2020-10-22T00:00:00
680,Plumas,62.0,0.0,4,0,2020-10-22T00:00:00
681,Mono,156.0,2.0,0,0,2020-10-22T00:00:00
682,Yolo,3116.0,58.0,21,0,2020-10-22T00:00:00
683,Santa Cruz,2738.0,25.0,9,0,2020-10-22T00:00:00
684,Kings,8201.0,83.0,15,0,2020-10-22T00:00:00
685,Contra Costa,18393.0,240.0,94,0,2020-10-22T00:00:00
686,Fresno,30471.0,430.0,143,0,2020-10-22T00:00:00
687,Riverside,65104.0,1279.0,326,4,2020-10-22T00:00:00
688,Trinity,26.0,0.0,1,0,2020-10-22T00:00:00
689,Alpine,3.0,0.0,0,0,2020-10-22T00:00:00
690,San Benito,1403.0,15.0,2,1,2020-10-22T00:00:00
691,Calaveras,273.0,17.0,1,0,2020-10-22T00:00:00
692,Alameda,22915.0,456.0,62,24,2020-10-22T00:00:00
693,San Francisco,11991.0,138.0,15,1,2020-10-22T00:00:00
694,Napa,1928.0,15.0,10,0,2020-10-22T00:00:00
695,Tehama,852.0,8.0,28,0,2020-10-22T00:00:00
696,Lassen,764.0,1.0,0,0,2020-10-22T00:00:00
697,Sacramento,25054.0,482.0,146,2,2020-10-22T00:00:00
698,Siskiyou,169.0,0.0,0,0,2020-10-22T00:00:00
699,Imperial,12311.0,336.0,101,0,2020-10-22T00:00:00
700,Solano,7116.0,74.0,28,0,2020-10-22T00:00:00
701,Kern,32991.0,416.0,35,1,2020-10-22T00:00:00
702,Nevada,600.0,8.0,3,0,2020-10-22T00:00:00
703,El Dorado,1308.0,4.0,3,0,2020-10-22T00:00:00
704,Stanislaus,17440.0,394.0,21,1,2020-10-22T00:00:00
705,Lake,678.0,15.0,2,0,2020-10-22T00:00:00
706,Del Norte,168.0,1.0,-1,0,2020-10-22T00:00:00
707,Marin,7014.0,128.0,12,0,2020-10-22T00:00:00
708,Santa Clara,23621.0,385.0,84,0,2020-10-22T00:00:00
709,Amador,317.0,16.0,4,0,2020-10-22T00:00:00
710,Tulare,17265.0,284.0,61,2,2020-10-22T00:00:00
711,Ventura,14124.0,162.0,74,2,2020-10-22T00:00:00
712,Madera,4847.0,74.0,16,1,2020-10-22T00:00:00
713,Glenn,643.0,3.0,3,0,2020-10-22T00:00:00
714,San Diego,53514.0,863.0,235,0,2020-10-22T00:00:00
715,Unassigned,1.0,0.0,-4,0,2020-10-22T00:00:00
716,Sierra,6.0,0.0,0,0,2020-10-22T00:00:00
717,Sutter,1794.0,12.0,8,0,2020-10-22T00:00:00
718,Placer,4036.0,57.0,29,2,2020-10-22T00:00:00
719,San Joaquin,21282.0,488.0,81,0,2020-10-22T00:00:00
720,Yuba,1199.0,10.0,5,0,2020-10-22T00:00:00
721,San Mateo,10730.0,157.0,71,0,2020-10-21T00:00:00
722,Sutter,1786.0,12.0,3,0,2020-10-21T00:00:00
723,Marin,7002.0,128.0,8,1,2020-10-21T00:00:00
724,Unassigned,5.0,0.0,-2,0,2020-10-21T00:00:00
725,Tehama,824.0,8.0,11,0,2020-10-21T00:00:00
726,Modoc,26.0,0.0,0,0,2020-10-21T00:00:00
727,Alpine,3.0,0.0,0,0,2020-10-21T00:00:00
728,Amador,313.0,16.0,0,0,2020-10-21T00:00:00
729,Lassen,764.0,1.0,7,0,2020-10-21T00:00:00
730,Mendocino,1011.0,21.0,7,0,2020-10-21T00:00:00
731,Los Angeles,288096.0,6944.0,369,67,2020-10-21T00:00:00
732,Sierra,6.0,0.0,0,0,2020-10-21T00:00:00
733,Inyo,220.0,15.0,2,0,2020-10-21T00:00:00
734,Shasta,1777.0,29.0,30,0,2020-10-21T00:00:00
735,Nevada,597.0,8.0,1,0,2020-10-21T00:00:00
736,Humboldt,548.0,9.0,3,0,2020-10-21T00:00:00
737,Out Of Country,0.0,0.0,0,0,2020-10-21T00:00:00
738,Orange,57189.0,1423.0,275,11,2020-10-21T00:00:00
739,Tulare,17204.0,282.0,48,3,2020-10-21T00:00:00
740,Santa Barbara,9681.0,119.0,17,0,2020-10-21T00:00:00
741,Sacramento,24908.0,480.0,141,6,2020-10-21T00:00:00
742,Kern,32956.0,415.0,67,2,2020-10-21T00:00:00
743,Butte,3041.0,51.0,14,0,2020-10-21T00:00:00
744,Alameda,22853.0,432.0,103,0,2020-10-21T00:00:00
745,Contra Costa,18299.0,240.0,53,2,2020-10-21T00:00:00
746,Imperial,12210.0,336.0,96,1,2020-10-21T00:00:00
747,Placer,4007.0,55.0,10,0,2020-10-21T00:00:00
748,Colusa,546.0,6.0,0,0,2020-10-21T00:00:00
749,Siskiyou,169.0,0.0,1,0,2020-10-21T00:00:00
750,Madera,4831.0,73.0,8,0,2020-10-21T00:00:00
751,Ventura,14050.0,160.0,70,0,2020-10-21T00:00:00
752,Solano,7088.0,74.0,44,0,2020-10-21T00:00:00
753,Merced,9319.0,154.0,-4,1,2020-10-21T00:00:00
754,Yuba,1194.0,10.0,3,0,2020-10-21T00:00:00
755,Plumas,58.0,0.0,5,0,2020-10-21T00:00:00
756,Fresno,30328.0,430.0,108,0,2020-10-21T00:00:00
757,Tuolumne,251.0,4.0,1,0,2020-10-21T00:00:00
758,Glenn,640.0,3.0,2,0,2020-10-21T00:00:00
759,El Dorado,1305.0,4.0,10,0,2020-10-21T00:00:00
760,Santa Cruz,2729.0,25.0,19,1,2020-10-21T00:00:00
761,Mono,156.0,2.0,0,0,2020-10-21T00:00:00
762,San Luis Obispo,4055.0,32.0,12,0,2020-10-21T00:00:00
763,Monterey,11005.0,86.0,63,2,2020-10-21T00:00:00
764,Yolo,3095.0,58.0,12,2,2020-10-21T00:00:00
765,Santa Clara,23537.0,385.0,131,3,2020-10-21T00:00:00
766,Sonoma,8987.0,134.0,83,5,2020-10-21T00:00:00
767,Stanislaus,17419.0,393.0,52,1,2020-10-21T00:00:00
768,Riverside,64778.0,1275.0,326,2,2020-10-21T00:00:00
769,Napa,1918.0,15.0,6,1,2020-10-21T00:00:00
770,Calaveras,272.0,17.0,-1,0,2020-10-21T00:00:00
771,San Benito,1401.0,14.0,3,0,2020-10-21T00:00:00
772,Trinity,25.0,0.0,0,0,2020-10-21T00:00:00
773,Lake,676.0,15.0,1,0,2020-10-21T00:00:00
774,San Joaquin,21201.0,488.0,28,4,2020-10-21T00:00:00
775,San Bernardino,59948.0,1065.0,377,37,2020-10-21T00:00:00
776,Mariposa,77.0,2.0,0,0,2020-10-21T00:00:00
777,Kings,8186.0,83.0,8,0,2020-10-21T00:00:00
778,Del Norte,169.0,1.0,0,0,2020-10-21T00:00:00
779,San Diego,53279.0,863.0,275,6,2020-10-21T00:00:00
780,San Francisco,11976.0,137.0,-37,4,2020-10-21T00:00:00
781,Alpine,3.0,0.0,0,0,2020-10-20T00:00:00
782,Sonoma,8904.0,129.0,74,0,2020-10-20T00:00:00
783,Shasta,1747.0,29.0,38,0,2020-10-20T00:00:00
784,Out Of Country,0.0,0.0,0,0,2020-10-20T00:00:00
785,Monterey,10942.0,84.0,35,1,2020-10-20T00:00:00
786,Del Norte,169.0,1.0,2,0,2020-10-20T00:00:00
787,Alameda,22750.0,432.0,103,-1,2020-10-20T00:00:00
788,Lassen,757.0,1.0,0,0,2020-10-20T00:00:00
789,Nevada,596.0,8.0,6,0,2020-10-20T00:00:00
790,Mono,156.0,2.0,0,0,2020-10-20T00:00:00
791,Colusa,546.0,6.0,2,0,2020-10-20T00:00:00
792,Inyo,218.0,15.0,0,0,2020-10-20T00:00:00
793,San Joaquin,21173.0,484.0,243,0,2020-10-20T00:00:00
794,Placer,3997.0,55.0,35,3,2020-10-20T00:00:00
795,Tulare,17156.0,279.0,109,3,2020-10-20T00:00:00
796,San Diego,53004.0,857.0,265,4,2020-10-20T00:00:00
797,Butte,3027.0,51.0,1,0,2020-10-20T00:00:00
798,Yuba,1191.0,10.0,8,0,2020-10-20T00:00:00
799,Unassigned,7.0,0.0,2,0,2020-10-20T00:00:00
800,Tehama,813.0,8.0,20,0,2020-10-20T00:00:00
801,Santa Barbara,9664.0,119.0,32,0,2020-10-20T00:00:00
802,Plumas,53.0,0.0,1,0,2020-10-20T00:00:00
803,San Benito,1398.0,14.0,3,0,2020-10-20T00:00:00
804,San Francisco,12013.0,133.0,134,0,2020-10-20T00:00:00
805,Sacramento,24767.0,474.0,225,3,2020-10-20T00:00:00
806,Solano,7044.0,74.0,41,0,2020-10-20T00:00:00
807,El Dorado,1295.0,4.0,8,0,2020-10-20T00:00:00
808,Glenn,638.0,3.0,3,0,2020-10-20T00:00:00
809,Imperial,12114.0,335.0,78,0,2020-10-20T00:00:00
810,Mariposa,77.0,2.0,0,0,2020-10-20T00:00:00
811,Fresno,30220.0,430.0,68,1,2020-10-20T00:00:00
812,San Bernardino,59571.0,1028.0,306,7,2020-10-20T00:00:00
813,Santa Clara,23406.0,382.0,105,4,2020-10-20T00:00:00
814,Yolo,3083.0,56.0,14,0,2020-10-20T00:00:00
815,San Luis Obispo,4043.0,32.0,27,0,2020-10-20T00:00:00
816,Merced,9323.0,153.0,18,1,2020-10-20T00:00:00
817,Lake,675.0,15.0,2,0,2020-10-20T00:00:00
818,Siskiyou,168.0,0.0,1,0,2020-10-20T00:00:00
819,Trinity,25.0,0.0,2,0,2020-10-20T00:00:00
820,Napa,1912.0,14.0,20,0,2020-10-20T00:00:00
821,Riverside,64452.0,1273.0,436,1,2020-10-20T00:00:00
822,Santa Cruz,2710.0,24.0,5,1,2020-10-20T00:00:00
823,Tuolumne,250.0,4.0,3,0,2020-10-20T00:00:00
824,Orange,56914.0,1412.0,262,2,2020-10-20T00:00:00
825,Humboldt,545.0,9.0,2,0,2020-10-20T00:00:00
826,Sierra,6.0,0.0,0,0,2020-10-20T00:00:00
827,Modoc,26.0,0.0,0,0,2020-10-20T00:00:00
828,Sutter,1783.0,12.0,10,0,2020-10-20T00:00:00
829,Madera,4823.0,73.0,36,0,2020-10-20T00:00:00
830,Ventura,13980.0,160.0,50,0,2020-10-20T00:00:00
831,Mendocino,1004.0,21.0,3,0,2020-10-20T00:00:00
832,Los Angeles,287727.0,6877.0,608,0,2020-10-20T00:00:00
833,Kings,8178.0,83.0,5,0,2020-10-20T00:00:00
